image_id,gel_id,lane_index,lane_type,alias,band_index,x_norm,y_norm,w_norm,h_norm,y_center_norm,height_norm,intensity_norm,confidence,label
20250117_125801.jpg,20250117_125801,2,sample,L2,3,0.104563,0.240283,0.056274,0.026984,0.253774,0.026984,0.806884,0.806884,band
20250117_125801.jpg,20250117_125801,2,sample,L2,4,0.104563,0.326373,0.056274,0.029553,0.34115,0.029553,0.961721,0.961721,band
20250117_125801.jpg,20250117_125801,2,sample,L2,5,0.104563,0.402506,0.056274,0.030196,0.417604,0.030196,1.0,1.0,band
20250117_125801.jpg,20250117_125801,2,sample,L2,6,0.104563,0.522004,0.056274,0.035978,0.539994,0.035978,0.830358,0.830358,band
20250117_125801.jpg,20250117_125801,2,sample,L2,7,0.104563,0.622229,0.056274,0.05204,0.648249,0.05204,0.6668,0.6668,band
20250117_125801.jpg,20250117_125801,2,sample,L2,8,0.104563,0.001285,0.056274,0.997751,0.500161,0.997751,0.578792,0.578792,band
20250117_125801.jpg,20250117_125801,2,sample,L2,9,0.104563,0.001285,0.056274,0.997751,0.500161,0.997751,0.50255,0.50255,band
20250117_125801.jpg,20250117_125801,2,sample,L2,10,0.104563,0.001606,0.056274,0.997109,0.500161,0.997109,0.624827,0.624827,band
20250117_125801.jpg,20250117_125801,2,sample,L2,11,0.104563,0.70575,0.056274,0.292965,0.852233,0.292965,0.638246,0.638246,band
20250117_125801.jpg,20250117_125801,2,sample,L2,12,0.104563,0.884677,0.056274,0.113395,0.941375,0.113395,0.866595,0.866595,band
20250117_125801.jpg,20250117_125801,2,sample,L2,13,0.104563,0.858978,0.056274,0.139415,0.928686,0.139415,0.81009,0.81009,band
20250117_125801.jpg,20250117_125801,3,sample,L3,1,0.171103,0.000964,0.056654,0.998394,0.500161,0.998394,0.426445,0.426445,band
20250117_125801.jpg,20250117_125801,3,sample,L3,2,0.171103,0.484741,0.056654,0.513974,0.741728,0.513974,0.728257,0.728257,band
20250117_125801.jpg,20250117_125801,3,sample,L3,3,0.171103,0.821394,0.056654,0.177321,0.910055,0.177321,0.781164,0.781164,band
20250117_125801.jpg,20250117_125801,3,sample,L3,4,0.171103,0.891744,0.056654,0.106328,0.944908,0.106328,1.0,1.0,band
20250117_125801.jpg,20250117_125801,4,sample,L4,1,0.238023,0.000964,0.056274,0.998073,0.5,0.998073,0.570125,0.570125,band
20250117_125801.jpg,20250117_125801,4,sample,L4,2,0.238023,0.924189,0.056274,0.074205,0.961291,0.074205,1.0,1.0,band
20250117_125801.jpg,20250117_125801,5,sample,L5,1,0.304563,0.000964,0.056274,0.998073,0.5,0.998073,0.962196,0.962196,band
20250117_125801.jpg,20250117_125801,5,sample,L5,2,0.304563,0.000964,0.056274,0.997751,0.499839,0.997751,1.0,1.0,band
20250117_125801.jpg,20250117_125801,6,sample,L6,1,0.371103,0.000964,0.056274,0.997751,0.499839,0.997751,1.0,1.0,band
20250117_125801.jpg,20250117_125801,6,sample,L6,2,0.371103,0.000642,0.056274,0.998073,0.499679,0.998073,0.981927,0.981927,band
20250117_125801.jpg,20250117_125801,6,sample,L6,3,0.371103,0.000642,0.056274,0.998394,0.499839,0.998394,0.810484,0.810484,band
20250117_125801.jpg,20250117_125801,7,sample,L7,1,0.437643,0.000964,0.056654,0.998073,0.5,0.998073,0.569259,0.569259,band
20250117_125801.jpg,20250117_125801,7,sample,L7,2,0.437643,0.000964,0.056654,0.998073,0.5,0.998073,0.597532,0.597532,band
20250117_125801.jpg,20250117_125801,7,sample,L7,3,0.437643,0.001285,0.056654,0.99743,0.5,0.99743,0.76662,0.76662,band
20250117_125801.jpg,20250117_125801,7,sample,L7,4,0.437643,0.891744,0.056654,0.10665,0.945069,0.10665,1.0,1.0,band
20250117_125801.jpg,20250117_125801,7,sample,L7,5,0.437643,0.001285,0.056654,0.99743,0.5,0.99743,0.70808,0.70808,band
20250117_125801.jpg,20250117_125801,8,marker,M2,1,0.504563,0.000964,0.056274,0.998073,0.5,0.998073,0.270646,0.270646,band
20250117_125801.jpg,20250117_125801,8,marker,M2,2,0.504563,0.207196,0.056274,0.020238,0.217314,0.020238,0.677158,0.677158,band
20250117_125801.jpg,20250117_125801,8,marker,M2,3,0.504563,0.250562,0.056274,0.022165,0.261645,0.022165,0.735782,0.735782,band
20250117_125801.jpg,20250117_125801,8,marker,M2,4,0.504563,0.339865,0.056274,0.027305,0.353518,0.027305,0.903976,0.903976,band
20250117_125801.jpg,20250117_125801,8,marker,M2,5,0.504563,0.419531,0.056274,0.028269,0.433665,0.028269,1.0,1.0,band
20250117_125801.jpg,20250117_125801,8,marker,M2,6,0.504563,0.54417,0.056274,0.029875,0.559107,0.029875,0.863509,0.863509,band
20250117_125801.jpg,20250117_125801,8,marker,M2,7,0.504563,0.648892,0.056274,0.021201,0.659492,0.021201,0.77133,0.77133,band
20250117_125801.jpg,20250117_125801,8,marker,M2,8,0.504563,0.75008,0.056274,0.024414,0.762287,0.024414,0.77932,0.77932,band
20250117_125801.jpg,20250117_125801,8,marker,M2,9,0.504563,0.825891,0.056274,0.019274,0.835528,0.019274,0.777209,0.777209,band
